entity_type,dict_key,mention_count,row_count,sources,canonical_names
PN,li-ip-tí-ištar,3,3,lexicon; onomasticon,Lipit-Ištar
PN,um-ma-za,3,2,lexicon; onomasticon,Ummaza
PN,kà-ta-tim,3,3,lexicon,Qātātu
PN,tù-ra-mì-ili5,3,3,lexicon; onomasticon,Tūram-ilī
PN,ma-nu-um-ki-ì-lí,3,1,lexicon; onomasticon,Mannum-kī-ilia
PN,up-ha-qí-im,3,3,lexicon,Ubḫaku
PN,mì-šu-gal,3,3,lexicon,Mēšar-rabi
PN,{d}im,3,3,lexicon,Adad
PN,man-a-na,3,3,lexicon; onomasticon,Puzur-Anna
PN,ma-num-ba-lúm-a-šur-ma,3,3,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,šu-a-nu-um,3,2,lexicon,Šu-Anu
PN,ki-bá-al,3,2,lexicon; onomasticon,Kibal
PN,ki-ba-al,3,2,lexicon; onomasticon,Kibal
PN,du-ma-na,3,1,lexicon; onomasticon,Tumana
PN,a-šùr-utu-ši-ma,3,1,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,{d}utu-tap-pá-i,2,2,lexicon; onomasticon,Šamaš-tappā'ī
PN,ni-ta-ah-šu-šar,2,1,lexicon,Nitaḫšušar
PN,be-e-be,2,2,lexicon; onomasticon,Bebe
PN,a-bi4-lá,2,2,lexicon; onomasticon,Abela
PN,dingir-áš-ra-ni,2,2,lexicon; onomasticon,Ilī-ašranni
PN,{d}im-ṣú-lu-li,2,2,lexicon; onomasticon,Adad-ṣululi; Adad-ṣululī; Adad-ṣulūlī
PN,a-šu,2,2,lexicon; onomasticon,Ašu
PN,a-la-hu-um-ma,2,2,lexicon,Ali-aḫu
PN,mu-mu-lá-nim,2,2,lexicon,Mumulānu
PN,puzur4-a-mur,2,1,lexicon; onomasticon,Puzur-Amurru
PN,kà-nu-tum,2,2,lexicon,Kannūtu
PN,a-na-ah-ì-lí-ma,2,2,lexicon; onomasticon,Anah-ili; Anaḫ-ilī
PN,tù-ra-a,2,2,lexicon,Durā
PN,ša-tí-li,2,2,lexicon; onomasticon,Šat-ili; Šāt-ilī
PN,sá-ah-ri-ì-lí,2,2,onomasticon,Saher-ilī
PN,a-lu-ú-a,2,2,lexicon; onomasticon,Alua
PN,me-ra-ni,2,2,onomasticon,Mērānu
PN,kà-li-i,2,2,lexicon; onomasticon,Kali
PN,i-a-li-a,2,1,onomasticon,Iyalia
PN,a-bu-um-ša-lim,2,2,lexicon,Abum-šali
PN,hu-ma,2,2,lexicon; onomasticon,Huma; Ḫuma
PN,i-iš-ta-ku-ša-ar,2,1,lexicon; onomasticon,Išta-kuššar
PN,na-ki-le-a-ad,2,1,lexicon,Nakiled
PN,me-na-nim,2,2,lexicon,Menānu
PN,bu-da-tim,2,2,lexicon,Budādu
PN,puzur4-ma-lá-sú,2,1,lexicon,Puzur-malasu
PN,a-bu-bu,2,2,lexicon; onomasticon,Abubu
PN,a-šur-bé-el-a-wa-tim,2,2,lexicon,Aššur-bēl-awāti
PN,ša-ar-pá,2,1,onomasticon,Šarpa
PN,sig5-pí-a-šùr,2,2,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,ša-lim-bé-li,2,1,lexicon; onomasticon,Šalim-bēlī
PN,puzur4-we-er,2,2,lexicon; onomasticon,Puzur-Wēr
PN,hu-ni-a,2,2,lexicon,Ḫunniā
PN,e-ša-ra,2,1,lexicon; onomasticon,Ešara
PN,a-ba-ba-ma,2,2,lexicon; onomasticon,Ababa
PN,hu-du-be-lí,2,2,lexicon; onomasticon,Hudu-bēlī; Ḫudu-bēlī
PN,dí-dí-a,2,2,lexicon; onomasticon,Didia
PN,i-bi4-sú-a,2,2,lexicon; onomasticon,Ibbi-Suen
PN,ku-ús-ku-sí-im,2,2,lexicon,Kuzkuzu
PN,a-mur-i-a,2,1,lexicon; onomasticon,Amuria
PN,tù-i-mu-um,2,1,lexicon,Tuīmu
PN,e-nu-mì-ili5,2,2,lexicon; onomasticon,Ennam-ilī
PN,a-lu-wa-ma,2,2,lexicon; onomasticon,Alua
PN,ìr-ad-i-li-šu,2,2,lexicon,Warad-ilšu
PN,a-nu-pì-ištar,2,1,lexicon; onomasticon,Annu-pī-Ištar
PN,a-nu-pí-ištar,2,1,lexicon; onomasticon,Annu-pī-Ištar
PN,a-na-li,2,2,lexicon; onomasticon,Anali
PN,a-na-lí,2,2,lexicon; onomasticon,Anali
PN,ha-di,2,2,lexicon; onomasticon,Hadi; Ḫadi
PN,na-bi-sú-in,2,2,lexicon; onomasticon,Nabi-Suen
PN,a-šùr-e-nam-ma,2,2,lexicon,Aššur-enna
PN,i-zi-za-am-dingir,2,2,lexicon,Izēzam-ilī
PN,e-lá-li-a,2,2,onomasticon,Elaliya
PN,puzur4-{d}muš,2,2,lexicon; onomasticon,Puzur-Nirah; Puzur-Niraḫ
PN,ha-šu-i,2,2,onomasticon,Hašuwa
PN,wa-lá-a,2,2,lexicon,Walā
PN,na-áb-sú-en,2,2,lexicon; onomasticon,Nabi-Suen
PN,en-na-zu,2,2,lexicon,Ennam-Suen
PN,i-la-li-ú-ma-an,2,2,lexicon; onomasticon,Ilaliuman
PN,i-lá-li-ú-ma-an,2,2,lexicon; onomasticon,Ilaliuman
PN,a-šùr-gal-ma,2,2,lexicon; onomasticon,Aššur-rabi
PN,lá-qí-pì-im,2,2,lexicon,Lā-qēpu
PN,pá-ha-ar,2,2,lexicon,Paḫar
PN,i-na-a-a,2,2,lexicon,Innā
PN,i-ni-ša-ru-um,2,1,lexicon,Enišaru
PN,pu-qí-dí,2,2,lexicon; onomasticon,Bukkidi
PN,kur-ub-ištar-ma,2,2,lexicon; onomasticon,Kurub-Ištar
PN,bu-ṣú-a,2,2,lexicon; onomasticon,Buzua
PN,puzur4-a-bé-eh,2,2,lexicon; onomasticon,Puzur-Abih; Puzur-Abiḫ
PN,hi-ta-ni,2,2,lexicon,Ḫidani
PN,na-áp-ra-kà,2,2,lexicon; onomasticon,Nabraka
PN,na-ap-ra-kà,2,2,lexicon; onomasticon,Nabraka
PN,a-ku-ú-a,2,2,lexicon; onomasticon,Agua
PN,tù-wa-tù-ú-i,2,2,lexicon; onomasticon,Tuwituwi
PN,ša-ar-ni-ga-a-šu,2,2,lexicon; onomasticon,Šarnikašu
PN,wa-al-hi-iš-na,2,2,lexicon; onomasticon,Walhišna; Walḫišna
PN,sá-ma,2,2,lexicon,Samā; Šamā
PN,ì-lí-iš-ta-kál,2,2,lexicon; onomasticon,Iliš-tikal
PN,la-ma-sà-tum,2,2,lexicon,Lamassatu
PN,du10-pí-a-šùr,2,1,lexicon; onomasticon,Ṭāb-pī-Aššur
PN,du10-pí-a-šur,2,1,lexicon; onomasticon,Ṭāb-pī-Aššur
PN,ištar-ra-bi4-at-ma,2,2,lexicon; onomasticon,Ištar-rabiat
PN,kur-ub-a-šur,2,2,lexicon; onomasticon,Kurub-Aššur
PN,i-šu-hi-im,2,2,lexicon,Išuḫu
PN,a-šur-andul,2,2,lexicon; onomasticon,Aššur-ṣulūlī
PN,a-šùr-andul,2,2,lexicon; onomasticon,Aššur-ṣulūlī
PN,šu-sú-en6,2,2,lexicon; onomasticon,Šu-Suen
PN,ri-ma-nim,2,2,lexicon,Rīm-Anu
PN,ì-lí-uṣ-ra-ni-ma,2,1,lexicon; onomasticon,Ilī-uṣranni
PN,i-ku-a-a,2,2,lexicon,Ikuani
PN,en-na-a-šur,2,2,lexicon; onomasticon,Ennam-Aššur
PN,ir-ad-ì-lí-šu,2,2,lexicon,Warad-ilšu
PN,ku-ni-la,2,2,lexicon; onomasticon,Kunila
PN,ni-ni,2,2,lexicon; onomasticon,Nini
PN,mì-šar-gal,2,2,lexicon,Mēšar-rabi
PN,bu-zu-li-a,2,2,lexicon; onomasticon,Buzuliya; Buzulīya
PN,bu-zu-lí-a,2,2,lexicon; onomasticon,Buzuliya; Buzulīya
PN,wa-ší-ib-ru-ba-ni,2,2,lexicon; onomasticon,Wašiburubani
PN,ba-al-ṭù-im,2,2,lexicon,Balṭui
PN,ta-am-ni-a,2,2,lexicon; onomasticon,Tamnia
PN,du-ùh-ni-iš,2,2,lexicon; onomasticon,Tuhniš; Tuḫniš
PN,tù-um-li-a-im,2,2,lexicon,Tumli’ā’u
PN,ha-ar-šu-nu-ma-an,2,2,lexicon; onomasticon,Šaršunuman
PN,wa-li-a,2,2,lexicon; onomasticon,Walia; Waliā
PN,dingir-mu-ta-bi4-il5,2,2,lexicon,Ilī-mutabbil
PN,šar-bu-nu-a,2,2,lexicon; onomasticon,Šarabunua
PN,ga-al-ga-li-a-ma,2,2,lexicon,Galgaliā
PN,ha-ar-šu-um-nu-ma-an-ma,2,1,lexicon; onomasticon,Haršunuman; Ḫaršunuman
PN,ištar-lá-ma-sí-ma,2,2,lexicon; onomasticon,Ištar-lamassī
PN,ú-zu-bi4-iš-ki-im,2,2,lexicon,Uṣup-išku
PN,tù-ma-na,2,2,lexicon; onomasticon,Tumana
PN,zu-ú,2,2,lexicon,Zu
PN,en-nu-um-dingir,2,2,lexicon; onomasticon,Ennam-ilī
PN,ili5-ma-al-ki,2,2,lexicon; onomasticon,Ilī-malkī
PN,id-na-a-šùr,2,2,lexicon; onomasticon,Iddin-Aššur
PN,ì-lí-a-ma,2,2,lexicon,Eliā
PN,dingir-ba-ni-ma,2,2,lexicon; onomasticon,Ilī-bāni; Ilī-bānī
PN,ar-ta-ma,2,2,lexicon; onomasticon,Artama
PN,a-šur-mu-ta-pí-il5,2,2,lexicon,Aššur-muttabbil
PN,ha-ti-a,2,2,lexicon; onomasticon,Hattia; Ḫattia
PN,ú-ṣa-ri-a,2,1,lexicon,Uṣariya
PN,ma-nu-um-ba-lúm-a-šur,2,2,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,é-a-ba-áš-tí,2,1,lexicon; onomasticon,Ea-bāštī
PN,e-a-ba-áš-tí,2,1,lexicon; onomasticon,Ea-bāštī
PN,sá-ta-a,2,2,lexicon,Sadā
PN,a-šur-gal-ma,2,2,lexicon; onomasticon,Aššur-rabi
PN,a-mur-na-hu-uš,2,2,lexicon,Amur-naḫuš
PN,ma-áš-hi-li,2,2,lexicon; onomasticon,Maših-ilī; Mašiḫ-ilī
PN,a-šur-utu-ši-ma,2,2,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,ha-pí-ah-šu,2,2,lexicon; onomasticon,Hapiahšu; Ḫapiaḫšu
PN,áš-du-na-da,2,2,lexicon,Ašdu-nādā
PN,ší-ma-at-ištar,2,2,lexicon; onomasticon,Šimat-Ištar; Šīmat-Ištar
PN,a-šùr-mu-ta-pì-il5,2,2,lexicon,Aššur-muttabbil
PN,i-dí-a-bi4-im-ma,2,2,lexicon,Iddin-abu
PN,a-šur-kà-ší-id,2,2,lexicon; onomasticon,Aššur-kāšid
PN,mu-ta-lim,2,2,lexicon,Mutālu
PN,za-ar-ni-qí-im,2,2,lexicon,Zarniqu
PN,um-mì-iš-ha-ra-ma,2,2,lexicon; onomasticon,Ummī-Išhara; Ummī-Išḫara
PN,puzur4-a-mu-ri-im,2,2,lexicon; onomasticon,Puzur-Amurru
PN,ba-bi-lim,2,2,lexicon,Babali
PN,bu-zu-zu,2,2,lexicon,Buzuzu
PN,du-um-qá-a,2,2,lexicon,Dumqā
PN,šu-ma-li-ib-ší,2,1,lexicon; onomasticon,Šuma-libši
PN,a-ší-it,2,2,lexicon; onomasticon,Ašiad
PN,bu-la-li,2,2,lexicon; onomasticon,Bulali
PN,e-la-lí,2,2,lexicon; onomasticon,Elāli
PN,e-me-er-tim,2,1,lexicon,Emmertu
PN,ku-ku-ra-nim,2,2,lexicon,Kukurānu
PN,a-šùr-mu-ta-bi4-il5,2,2,lexicon,Aššur-muttabbil
PN,ṣí-lu-šu-da-ga-an,2,2,lexicon; onomasticon,Ṣilluš-Dagān
PN,be-lá-nu-um,2,2,lexicon,Bēlānu
PN,li-ip-it-ištar-ma,2,1,lexicon; onomasticon,Lipit-Ištar
PN,li-ip-it-ištar,2,2,lexicon; onomasticon,Lipit-Ištar
PN,šu-ma-a,2,2,lexicon; onomasticon,Šuma; Šumā
PN,na-áb-sú-en6,2,2,lexicon; onomasticon,Nabi-Suen
PN,da-nu-um-ì-lí,2,2,lexicon; onomasticon,Dannum-ilī
PN,puzur4-ì-lí,2,2,lexicon; onomasticon,Puzur-ilī
PN,e-na-na-tum,2,2,lexicon,Ennanātu
PN,a-sà-num-ma,2,2,lexicon,Asānu
PN,a-ma-a,2,2,lexicon; onomasticon,Amma; Ammā
PN,ša-lim-a-hu-um,2,2,onomasticon,Šalim-ahum
PN,ša-zu-a,2,2,lexicon; onomasticon,Šazua
PN,a-šùr-sipa-ma,2,2,lexicon,Aššur-rē'ī
PN,bu-li-na,2,2,lexicon; onomasticon,Pulina
PN,a-ra-wa,2,2,lexicon; onomasticon,Arawa
PN,a-na-a-na-ma,2,2,lexicon,Anna-anna
PN,a-lu-a-ma,2,2,lexicon; onomasticon,Alua
PN,šál-mah,2,2,onomasticon,Šalim-ahum
PN,bé-lu-um-ba-ni,2,2,lexicon; onomasticon,Belum-bani; Bēlum-bāni; Bēlum-bānī
PN,ma-nu-um-ki-a-šur,2,2,lexicon; onomasticon,Mannum-kī-Aššur
PN,šu-hu-bur-ma,2,2,lexicon; onomasticon,Šu-Hubur; Šu-Ḫubur
PN,šu-hu-ur-pí-a,2,2,lexicon; onomasticon,Šuhurpia; Šuḫurpiā
PN,šu-hu-ur-pì-a,2,2,lexicon; onomasticon,Šuhurpia; Šuḫurpiā
PN,a-bi-ba-áš-tí,2,1,lexicon; onomasticon,Abī-baštī
PN,a-bi4-ba-áš-tí,2,1,lexicon; onomasticon,Abī-baštī
PN,pí-lá-ah-a-šùr-ma,2,1,lexicon; onomasticon,Pilah-Aššur; Pilaḫ-Aššur
PN,a-šùr-ma-lik-ma,2,2,lexicon; onomasticon,Aššur-malik; Aššur-mālik
PN,šu-da-ga-an,2,2,lexicon; onomasticon,Šu-Dagān
PN,sú-li-a,2,2,lexicon,Zuliā
PN,i-šar-be-lí,2,2,lexicon; onomasticon,Išar-bēlī; Išār-bēlī
PN,tù-ur-a-šùr,2,2,lexicon; onomasticon,Tūr-Aššur
PN,a-lu-la-a,2,2,lexicon,Alulā
PN,a-šùr-ra-bi,2,2,lexicon; onomasticon,Aššur-rabi
PN,a-šur-ra-bi,2,2,lexicon; onomasticon,Aššur-rabi
PN,hu-dí-da,2,2,lexicon; onomasticon,Hudida; Ḫudida
PN,a-da-lá-al,2,2,lexicon,Atallal
PN,da-am-qá-a,2,1,lexicon,Damqā
PN,ma-nu-kà-bi4-a,2,1,lexicon,Mannum-kī-abiya
PN,{d}utu.sipa,2,2,lexicon; onomasticon,Šamaš-rē'ī
PN,en-na-ni-a,2,2,lexicon; onomasticon,Ennani
PN,lu-zi-i,2,2,lexicon; onomasticon,Luzi
PN,ha-ar-ša-a,2,2,lexicon; onomasticon,Harša; Ḫarša
PN,wa-li-iš-ra,2,2,lexicon; onomasticon,Wališra
PN,ha-dí-tim,2,1,lexicon,Ḫadītu
PN,a-šùr-iš-tí-kál-ma,2,2,lexicon; onomasticon,Aššuriš-tikal
PN,šu-ku-ku,2,2,lexicon; onomasticon,Šukuku
PN,a-šùr-mu-ta-bi-il5,2,2,lexicon,Aššur-muttabbil
PN,ma-nu-a,2,2,lexicon; onomasticon,Mannua
PN,e-ri-šum,2,2,lexicon,Erišu
PN,mu-šu-e-ni,2,2,lexicon,Mušuweni
PN,{d}iškur.illat,2,2,lexicon; onomasticon,Adad-ellat
PN,i-tur4-a-num,2,1,lexicon,Itūr-Anu
PN,šu-ra-ma,2,1,lexicon; onomasticon,Šurama
PN,ú-ta-hi,2,2,lexicon,Uta-aḫu
PN,i-pí-li-is,2,2,lexicon; onomasticon,Ippilis; Ippiliš
PN,ba-al-ṭù-šar,2,1,lexicon,Balṭušar
PN,bi-ta-a,2,2,lexicon; onomasticon,Bitawa
PN,a-šùr-utu,2,1,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,púzur-a-na,2,2,lexicon; onomasticon,Puzur-Anna
PN,ir-ma-a-šur-ma,2,1,lexicon; onomasticon,Irma-Aššur
PN,im-dí-dan,2,1,lexicon; onomasticon,Imdī-dān
PN,i-dí-na-bi-im,2,2,lexicon,Iddin-abu
PN,a-šùr-mu-ta-pí-il5,2,2,lexicon,Aššur-muttabbil
PN,ša-at-a-na,2,2,lexicon,Šāt-Anna
PN,ha-dí-a-šu,2,1,lexicon,Ḫattiaššu
PN,a-šùr-i-mì-tí-ma,2,2,lexicon; onomasticon,Aššur-imittī
PN,me-ra-lí,2,1,lexicon; onomasticon,Mera-ilī
PN,ha-lá-bi4-im,2,2,lexicon,Ḫalabu
PN,dan-a-šur-ma,2,2,lexicon; onomasticon,Dan-Aššur; Dān-Aššur
PN,tí-il5-tí-tí-iš,2,1,lexicon; onomasticon,Tiltitiš
PN,ba-bi4-lim,2,2,lexicon,Babali
PN,sú-sà-a,2,2,lexicon,Šuzā
PN,šu-a-num,2,2,lexicon,Šu-Anu
PN,a-mur-zu,2,2,lexicon; onomasticon,Amur-Suen
PN,ša-am,2,2,lexicon,Šam
PN,a-na-ah-ištar-ma,2,1,lexicon; onomasticon,Anah-Ištar; Anaḫ-Ištar
PN,a-nu-pì-a,2,2,lexicon,Annu-pīa
PN,i-sú-sud,2,2,lexicon; onomasticon,Issu-arik
PN,ša-li-ma,2,2,lexicon; onomasticon,Salimma; Šalimma
PN,a-bu-sà,2,1,lexicon; onomasticon,Abuza
PN,ku-ur-ku-ur,2,2,lexicon; onomasticon,Kurkur
PN,ša-lim-be-li,2,2,lexicon; onomasticon,Šalim-bēlī
PN,e-na-num,2,2,lexicon,Ennānu
PN,kà-al-kà,2,2,lexicon; onomasticon,Kalka
PN,ta-ri-ku-da,2,1,lexicon; onomasticon,Tarikuda
PN,i-dí-da-gán,2,2,lexicon; onomasticon,Iddin-Dagan; Iddin-Dagān; Iddin-Dāgan
PN,a-ni-na-a,2,2,lexicon,Anninaya
PN,ku-na-na-a,2,1,lexicon; onomasticon,Kunania; Kunāniā
PN,sú-in-sipa,2,2,lexicon; onomasticon,Suen-rē'ī
PN,a-ku-kà,2,1,lexicon; onomasticon,Akuka
PN,a-ku-ka,2,1,lexicon; onomasticon,Akuka
PN,tù-ur-ha-lá,2,2,lexicon; onomasticon,Turhala; Turḫala
PN,ṣí-lá-da-ad,2,2,lexicon,Ṣill-Adad
PN,i-dí-na-bi4-im,2,2,lexicon,Iddin-abu
PN,i-dí-da,2,2,lexicon; onomasticon,Idida
PN,ni-wa-lá,2,2,lexicon; onomasticon,Niwala
PN,iš-ta-ah-šu,2,2,lexicon,Ištaḫšu
PN,ba-ba-zu-a,2,2,lexicon; onomasticon,Babazua
PN,ir-i-bi-im,2,2,lexicon; onomasticon,Iribu
PN,ha-pu-a-la,2,1,lexicon; onomasticon,Hapuala; Ḫapuala
PN,ha-pu-a-lá,2,1,lexicon; onomasticon,Hapuala; Ḫapuala
PN,a-lá-a-ma,2,1,lexicon; onomasticon,Alama
PN,ga-zi-a,2,2,lexicon,Gaziā
PN,kán-war-ta,2,2,lexicon,Kanwarta
PN,bu-zu-ur,2,1,lexicon,Puzuru
PN,{d}nin.šubur,2,1,lexicon,Ilabrat
PN,na-ar-me-a,2,2,lexicon,Nar'am-Ea
PN,ku-ur-zi-a,2,2,lexicon,Kurziā
PN,a-bi-ì-lí,2,2,lexicon; onomasticon,Apili
PN,šu-ni-sà-ba,2,2,lexicon,Šu-Nisaba
PN,a-ni-num,2,2,lexicon; onomasticon,Anini
PN,iz-kà-nim,2,2,lexicon,Iskānu
PN,en-nam-ì-lí,2,2,lexicon; onomasticon,Ennam-ilī
PN,i-zi-iz-mì-šar,2,2,lexicon,Iziz-Mēšar
PN,kà-pá-tí-a,2,2,lexicon,Kabādiā
PN,a-ta-a-a-ma,2,2,lexicon,Attā
PN,a-zi-da,2,2,lexicon; onomasticon,Azida
PN,ur-ší-ší-ma,2,1,lexicon; onomasticon,Uršiši
PN,ur-ší-ší,2,2,lexicon; onomasticon,Uršiši
PN,na-na,2,2,lexicon; onomasticon,Nanā
PN,be-kà-a,2,2,lexicon,Begā
PN,ili5-tù-ra-am,2,2,lexicon,Ilī-tūra
PN,in-ba-a-šur,2,2,lexicon; onomasticon,Inab-Aššur
PN,a-šur-na-da-ma,2,1,lexicon; onomasticon,Aššur-nādā
PN,ma-lá-kà-a,2,2,lexicon,Malakā
PN,du-du-ú,2,2,lexicon; onomasticon,Dudu
PN,a-nu-nu-a,2,1,lexicon; onomasticon,Anunua
PN,a-ba,2,2,lexicon; onomasticon,Aba; Abā
PN,en-num-be-lim,2,2,lexicon,Ennam-Bēlu
PN,hu-li-a,2,1,lexicon; onomasticon,Hulia; Ḫulia
PN,sú-en6-na-da,2,1,lexicon; onomasticon,Suen-nādā
PN,ni-dí-ba-ni,2,2,lexicon; onomasticon,Idi-bani; Idi-bāni; Idi-bānī
PN,kà-zi-a,2,2,lexicon,Gaziā
PN,re-ší-a,2,2,lexicon,Rēš-Ea
PN,ili5-we-da-ak,2,1,lexicon; onomasticon,Ilī-wēdāku
PN,i-šar-ki-da-a-šùr,2,2,lexicon,Išār-kitt-Aššur
PN,ha-na-na-ri-im,2,2,lexicon,Ḫanna-nāru
PN,{d}mar.tu-ba-ni-ma,2,1,lexicon; onomasticon,Amurrum-bāni; Amurrum-bānī
PN,sú-in-il5-šu,2,2,lexicon,Suen-ilšu
PN,ir-i-bi4-im,2,2,lexicon; onomasticon,Iribu
PN,hu-ša-na-lim,2,1,lexicon,Ḫušanālu
PN,a-lu-ta-ni,2,1,lexicon; onomasticon,Alutani
PN,ša-al-ma,2,2,lexicon; onomasticon,Šalma
PN,zi-il5-pu-ri-a,2,1,lexicon,Zilpuria
PN,bu-ṣí,2,1,lexicon; onomasticon,Buzi
PN,sig5-pì-a-šùr,2,2,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,ha-bi,2,1,lexicon,Ḫapi
PN,a-li-a-ma,2,2,lexicon; onomasticon,Alia
PN,sú-in,2,2,lexicon,Suen
PN,e-me-ni,2,2,lexicon; onomasticon,Emeni
PN,ha-šu-ú-ma-an,2,1,lexicon,Ḫaššu-uman
PN,dan-a-šùr-ma,2,1,lexicon; onomasticon,Dan-Aššur; Dān-Aššur
PN,a-gi-a-ma,2,1,lexicon,Agiā
PN,a-šé-a-ad,2,1,lexicon; onomasticon,Ašiad
PN,ba-ri-me-a,2,1,lexicon,Barimeā
PN,a-še-a-ad,2,1,lexicon; onomasticon,Ašiad
PN,a-sà-num,2,1,lexicon,Asānu
PN,a-sá-num,2,1,lexicon,Asānu
PN,ma-ší,2,2,lexicon; onomasticon,Maši
PN,ú-nu-ba,2,1,lexicon; onomasticon,Unuba
PN,i-ri-šu-ma,2,1,lexicon,Erišu
PN,ša-ta-áš-me-tim-ma,2,1,lexicon,Ša-Tašmētu
PN,zu-za-a,2,1,lexicon; onomasticon,Zuza; Zuzā
PN,a-šùr-la-ma-sí,2,1,lexicon; onomasticon,Aššur-lamassī
PN,e-nu-re-ṣí-im,2,1,lexicon,Ennam-rēṣu
PN,na-ni-a,2,2,lexicon; onomasticon,Nania
PN,šu-mì-a-ar,2,1,lexicon; onomasticon,Šumiawar
PN,i-ri-šum-ma,2,1,lexicon,Erišu
PN,a-bi-we-du,2,1,lexicon,Abī-wēdu
PN,šu-ma-a-bi4-a,2,1,lexicon; onomasticon,Šumi-abia
PN,li-bi-ištar,2,1,lexicon; onomasticon,Libbi-Ištar
PN,a-bi-a-nim,2,1,lexicon,Abī-Anu
PN,a-bi-a-nu-um,2,2,lexicon,Abī-Anu
PN,a-šùr-be-el-ma-al-ki-im,1,1,lexicon,Aššur-bēl-malki
PN,a-šur-be-el-ma-al-ki-im,1,1,lexicon,Aššur-bēl-malki
PN,a-tù-ri-a,1,1,lexicon; onomasticon,Aduria
PN,ma-ni-um-ba-lúm-a-šùr,1,1,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,ha-nu-ú,1,1,lexicon; onomasticon,Hanu; Ḫanu; Ḫānu
PN,a-šur-be-el-sa.tu,1,1,lexicon,Aššur-bēl-šaduē
PN,ša-ak-ṣí-im,1,1,lexicon,Šakṣu
PN,ha-na-ni-a,1,1,lexicon,Ḫannāniā
PN,bu-bu-ra-num-ma,1,1,lexicon,Burburānu
PN,ba-dí-a,1,1,lexicon; onomasticon,Badia; Badiā
PN,ša-lim-wa-ar-dim-ma,1,1,lexicon; onomasticon,Šalim-wardī
PN,a-sá-num-ma,1,1,lexicon,Asānu
PN,zi-kur-{d}im,1,1,lexicon; onomasticon,Zikur-Adad
PN,šál-mì-hi-im,1,1,lexicon; onomasticon,Šalim-ahu; Šalim-aḫu
PN,šál-mi-hi-im,1,1,lexicon; onomasticon,Šalim-ahu; Šalim-aḫu
PN,a-ku-za-nim,1,1,lexicon,Aguzānu
PN,kà-lu-ba,1,1,lexicon; onomasticon,Kaluba
PN,ṭá-bi4-a-nim,1,1,lexicon,Ṭāb-pī-Anu
PN,i-dí-ku-bu-ma,1,1,lexicon,Iddin-Kūbu
PN,ha-ri-im-tim,1,1,lexicon,Ḫarimtu
PN,mì-šar-ra-bí,1,1,lexicon,Mēšar-rabi
PN,eb-ri-mu-ša,1,1,lexicon,Evrimuša
PN,ku-tù-bi-iš,1,1,lexicon; onomasticon,Kudubiš
PN,ha-té-e,1,1,lexicon,Ḫatte
PN,ṣa-ah-ri-ì-lí,1,1,lexicon,Saḫri-ilī
PN,kà-ar-ni-kà-šu,1,1,lexicon,Karnikašu
PN,wa-al-dí-lúm,1,1,lexicon; onomasticon,Walad-ilī
PN,tù-ùh-tù-ha-nim,1,1,lexicon,Tuḫtuḫannu
PN,za-ak-ta-a,1,1,lexicon,Zagdā
PN,ha-bi-a,1,1,lexicon; onomasticon,Hapia; Ḫapiā
PN,bu-bu-ra-nu-um,1,1,lexicon,Burburānu
PN,ta-ta,1,1,lexicon; onomasticon,Dada; Dadā
PN,i-lu-a-ma,1,1,lexicon; onomasticon,Ilua
PN,a-ki-ma-tum,1,1,lexicon,Adi-mātu
PN,en-na-ma-a-šùr,1,1,lexicon; onomasticon,Ennam-Aššur
PN,ta-na-wi-iš-tí,1,1,lexicon; onomasticon,Tanawa-išti
PN,a-šùr-e-li-tí,1,1,lexicon; onomasticon,Aššur-ellitī
PN,áb-la-ma-sí,1,1,lexicon,Abum-lamassī
PN,ni-mar-sú-in,1,1,lexicon; onomasticon,Nimar-Suen
PN,áb-lá-ma-sí,1,1,lexicon,Abum-lamassī
PN,a-mu-ru-ba-ni,1,1,lexicon; onomasticon,Amurrum-bāni; Amurrum-bānī
PN,šu-ku-bu-ma,1,1,lexicon,Šu-Kūbu
PN,ki-zi-e,1,1,lexicon; onomasticon,Kizi
PN,kam-ma-li-a,1,1,lexicon,Gamaliā
PN,e-nu-um-we-er,1,1,lexicon,Ennam-Wēr
PN,a-šur-ma-sú-i-ma,1,1,lexicon; onomasticon,Aššur-massu'ī
PN,ba-ší-lam,1,1,lexicon,Baši-ilu
PN,e-dí-na-a-šùr,1,1,lexicon; onomasticon,Iddin-Aššur
PN,ha-ar-lu-ú,1,1,lexicon; onomasticon,Harlu; Ḫarlu
PN,ša-ša-al-kà,1,1,lexicon; onomasticon,Šašalika
PN,ìr-ad-ì-lí-šu,1,1,lexicon,Warad-ilšu
PN,en-na-ah-ì-lí,1,1,lexicon; onomasticon,Inah-ilī; Inaḫ-ilī
PN,e-ra-mu-ša,1,1,lexicon,Evri-muža
